QGC WPL 110
1	0	3	22	0.0	0.0	0.0	0.0	27.6860198975	85.3182449341	10.0	1
2	0	3	16	0.0	0.0	0.0	0.0	27.6870822906	85.3180084229	10.0	1
3	0	3	16	0.0	0.0	0.0	0.0	27.6863422394	85.3183288574	10.0	1
4	0	3	16	0.0	0.0	0.0	0.0	27.6866664886	85.3197784424	10.0	1
5	0	3	16	0.0	0.0	0.0	0.0	27.6873950958	85.3205032349	10.0	1
6	0	3	16	0.0	0.0	0.0	0.0	27.6866855621	85.3211593628	10.0	1
7	0	3	16	0.0	0.0	0.0	0.0	27.6860389709	85.3214492798	10.0	1
8	0	3	16	0.0	0.0	0.0	0.0	27.6852970123	85.3212585449	10.0	1
9	0	3	16	0.0	0.0	0.0	0.0	27.6856098175	85.3202514648	10.0	1
10	0	3	16	0.0	0.0	0.0	0.0	27.685344696	85.3188323975	10.0	1
11	0	3	16	0.0	0.0	0.0	0.0	27.6846790314	85.3187332153	10.0	1
12	0	3	16	0.0	0.0	0.0	0.0	27.6843643188	85.3186798096	10.0	1
13	0	3	16	0.0	0.0	0.0	0.0	27.6846790314	85.3180847168	10.0	1
14	0	3	16	0.0	0.0	0.0	0.0	27.685049057	85.3175964355	10.0	1
15	0	3	16	0.0	0.0	0.0	0.0	27.68475914	85.316116333	10.0	1
16	0	3	16	0.0	0.0	0.0	0.0	27.6839580536	85.3155136108	10.0	1
17	0	3	16	0.0	0.0	0.0	0.0	27.6847171783	85.3147277832	10.0	1
18	0	3	16	0.0	0.0	0.0	0.0	27.685634613	85.3143615723	10.0	1
19	0	3	16	0.0	0.0	0.0	0.0	27.68658638	85.314743042	10.0	1
20	0	3	16	0.0	0.0	0.0	0.0	27.6858463287	85.3152084351	10.0	1
21	0	3	16	0.0	0.0	0.0	0.0	27.6860103607	85.3167419434	10.0	1
22	0	3	16	0.0	0.0	0.0	0.0	27.6868038177	85.3167953491	10.0	1
23	0	3	16	0.0	0.0	0.0	0.0	27.6861476898	85.3173370361	10.0	1
